audit_id,meter_id,zone,action_timestamp,action_type,inspector_id,outcome,remarks,fine_inr,follow_up_date,related_alert_id
AUD-0001326,BSCM-000431,Jayanagar,2023-10-03 00:00:00,Disconnection Order,INS-0015,Fail,Bypass wire found,0.0,,
AUD-0001327,BSCM-000334,Rajajinagar,2023-08-31 11:00:00,Reconnection,INS-0018,Pass,,0.0,,
AUD-0001328,BSCM-000484,Jayanagar,2023-10-18 05:00:00,Seal Verification,INS-0012,Pass,Seal broken — theft suspected,0.0,,
AUD-0001329,BSCM-000497,Marathahalli,2023-07-11 04:00:00,Notice Issued,INS-0017,Fail,Consumer cooperative,6525.24,,
AUD-0001330,BSCM-000403,Electronic City,2024-10-03 09:00:00,Seal Verification,INS-0005,Escalated,Meter seal intact,0.0,2024-11-03,
AUD-0001331,BSCM-000351,Whitefield,2023-08-25 19:00:00,FIR Filed,INS-0007,Pending,Seal broken — theft suspected,0.0,2023-10-19,ALT-000010
AUD-0001332,BSCM-000222,Marathahalli,2023-05-12 00:00:00,Reconnection,INS-0013,Pass,Normal reading verified,0.0,,
AUD-0001333,BSCM-000382,Rajajinagar,2024-08-15 10:00:00,Meter Replacement,INS-0020,Pass,Meter dead — replaced,0.0,,
AUD-0001334,BSCM-000095,BTM Layout,2023-01-18 07:00:00,Tariff Update,INS-0001,Pass,Consumer cooperative,0.0,,
AUD-0001335,BSCM-000424,BTM Layout,2024-05-27 14:00:00,Physical Audit,INS-0003,Pass,,0.0,,
AUD-0001336,BSCM-000456,Whitefield,2024-05-25 03:00:00,Tariff Update,INS-0015,Pass,,0.0,,
AUD-0001337,BSCM-000124,Jayanagar,2023-11-19 21:00:00,Reconnection,INS-0005,Escalated,Meter seal intact,0.0,2024-01-17,
AUD-0001338,BSCM-000075,Marathahalli,2024-02-09 18:00:00,Physical Audit,INS-0009,Fail,No access to premises,0.0,,
AUD-0001339,BSCM-000006,Rajajinagar,2024-10-05 21:00:00,Reading Correction,INS-0008,Pass,No access to premises,0.0,,
AUD-0001340,BSCM-000316,Yelahanka,2023-10-26 00:00:00,Disconnection Order,INS-0019,Pass,Meter seal intact,0.0,,
AUD-0001341,BSCM-000476,Rajajinagar,2024-07-04 05:00:00,Disconnection Order,INS-0008,Pending,Meter seal intact,0.0,2024-07-24,
AUD-0001342,BSCM-000494,Marathahalli,2023-11-15 03:00:00,Disconnection Order,INS-0014,Fail,Normal reading verified,0.0,,
AUD-0001343,BSCM-000306,Koramangala,2023-10-19 15:00:00,FIR Filed,INS-0011,Fail,Bypass wire found,29314.89,,ALT-002810
AUD-0001344,BSCM-000402,Rajajinagar,2023-05-14 10:00:00,Meter Replacement,INS-0001,Fail,,0.0,,
AUD-0001345,BSCM-000130,Hebbal,2024-01-05 22:00:00,Seal Verification,INS-0010,Pass,No access to premises,0.0,,
AUD-0001346,BSCM-000084,Koramangala,2024-01-16 17:00:00,Physical Audit,INS-0005,Pass,Consumer cooperative,0.0,,
AUD-0001347,BSCM-000422,Rajajinagar,2023-11-08 18:00:00,Tariff Update,INS-0011,Escalated,Meter seal intact,0.0,2023-12-20,
AUD-0001348,BSCM-000245,Electronic City,2024-06-10 03:00:00,Meter Replacement,INS-0002,Fail,No access to premises,0.0,,
AUD-0001349,BSCM-000311,Jayanagar,2024-05-14 13:00:00,Meter Replacement,INS-0015,Pending,Seal broken — theft suspected,0.0,2024-06-11,
AUD-0001350,BSCM-000391,Yelahanka,2024-03-22 23:00:00,Reading Correction,INS-0009,Escalated,Seal broken — theft suspected,0.0,2024-04-30,
AUD-0001351,BSCM-000122,Yelahanka,2023-09-14 12:00:00,Tariff Update,INS-0007,Pass,Meter dead — replaced,0.0,,
AUD-0001352,BSCM-000326,Jayanagar,2023-07-16 03:00:00,Meter Replacement,INS-0014,Fail,Bypass wire found,0.0,,
AUD-0001353,BSCM-000362,Jayanagar,2023-11-13 14:00:00,Field Inspection,INS-0004,Pass,No access to premises,0.0,,ALT-002538
AUD-0001354,BSCM-000270,Koramangala,2023-06-27 11:00:00,Reading Correction,INS-0013,Fail,Seal broken — theft suspected,0.0,,
AUD-0001355,BSCM-000256,Electronic City,2023-11-04 19:00:00,Tariff Update,INS-0015,Escalated,Normal reading verified,0.0,2024-01-03,
AUD-0001356,BSCM-000085,Koramangala,2023-08-02 07:00:00,Reading Correction,INS-0007,Pending,Seal broken — theft suspected,0.0,2023-09-24,
AUD-0001357,BSCM-000415,BTM Layout,2023-01-20 08:00:00,Field Inspection,INS-0014,Fail,Seal broken — theft suspected,0.0,,ALT-001802
AUD-0001358,BSCM-000147,Electronic City,2024-07-08 19:00:00,Notice Issued,INS-0018,Pass,Meter dead — replaced,0.0,,
AUD-0001359,BSCM-000364,Rajajinagar,2024-03-12 03:00:00,FIR Filed,INS-0010,Pending,Bypass wire found,0.0,2024-04-15,ALT-001497
AUD-0001360,BSCM-000015,Indiranagar,2023-12-20 01:00:00,Seal Verification,INS-0003,Fail,Bypass wire found,0.0,,
AUD-0001361,BSCM-000482,BTM Layout,2023-12-07 05:00:00,FIR Filed,INS-0010,Fail,Consumer cooperative,24310.2,,ALT-001967
AUD-0001362,BSCM-000498,Indiranagar,2023-04-07 05:00:00,Meter Replacement,INS-0001,Fail,Seal broken — theft suspected,0.0,,
AUD-0001363,BSCM-000161,Indiranagar,2024-11-07 14:00:00,Notice Issued,INS-0019,Pending,Consumer cooperative,0.0,2024-12-31,
AUD-0001364,BSCM-000075,Marathahalli,2024-06-06 03:00:00,Physical Audit,INS-0014,Pending,Bypass wire found,0.0,2024-07-24,
AUD-0001365,BSCM-000140,Koramangala,2023-09-05 22:00:00,FIR Filed,INS-0008,Fail,No access to premises,25259.85,,ALT-000513
AUD-0001366,BSCM-000289,Jayanagar,2024-04-06 18:00:00,Seal Verification,INS-0002,Pass,Bypass wire found,0.0,,
AUD-0001367,BSCM-000455,Indiranagar,2024-01-08 10:00:00,Tariff Update,INS-0016,Pass,No access to premises,0.0,,
AUD-0001368,BSCM-000148,Indiranagar,2024-07-29 08:00:00,Tariff Update,INS-0016,Pending,Normal reading verified,0.0,2024-08-05,
AUD-0001369,BSCM-000238,Jayanagar,2023-03-04 02:00:00,Disconnection Order,INS-0002,Pass,Normal reading verified,0.0,,
AUD-0001370,BSCM-000437,Electronic City,2024-10-31 23:00:00,Physical Audit,INS-0012,Pass,No access to premises,0.0,,
AUD-0001371,BSCM-000030,Whitefield,2023-12-27 16:00:00,Field Inspection,INS-0015,Pending,No access to premises,0.0,2024-02-01,ALT-001549
AUD-0001372,BSCM-000327,Electronic City,2024-12-28 23:00:00,Meter Replacement,INS-0020,Escalated,,0.0,2025-01-21,
AUD-0001373,BSCM-000331,Jayanagar,2023-10-17 14:00:00,Reconnection,INS-0014,Fail,,0.0,,
AUD-0001374,BSCM-000156,Rajajinagar,2024-01-06 19:00:00,Reading Correction,INS-0004,Pass,Seal broken — theft suspected,0.0,,
AUD-0001375,BSCM-000485,Koramangala,2023-08-11 04:00:00,Field Inspection,INS-0010,Pending,Consumer cooperative,0.0,2023-08-23,ALT-000339
AUD-0001376,BSCM-000059,Indiranagar,2023-12-05 03:00:00,FIR Filed,INS-0020,Escalated,Seal broken — theft suspected,0.0,2024-01-27,ALT-003097
AUD-0001377,BSCM-000061,Indiranagar,2024-12-28 17:00:00,FIR Filed,INS-0010,Escalated,Meter seal intact,0.0,2025-02-01,ALT-000909
AUD-0001378,BSCM-000356,Rajajinagar,2024-07-02 08:00:00,Notice Issued,INS-0016,Pass,Meter seal intact,0.0,,
AUD-0001379,BSCM-000326,Jayanagar,2023-04-11 10:00:00,Seal Verification,INS-0020,Fail,Consumer cooperative,0.0,,
AUD-0001380,BSCM-000263,Indiranagar,2023-02-25 03:00:00,Reconnection,INS-0020,Pass,Consumer cooperative,0.0,,
AUD-0001381,BSCM-000349,Hebbal,2024-01-31 06:00:00,Seal Verification,INS-0017,Fail,Bypass wire found,0.0,,
AUD-0001382,BSCM-000003,Yelahanka,2023-02-18 02:00:00,Field Inspection,INS-0008,Pass,Bypass wire found,0.0,,ALT-002059
AUD-0001383,BSCM-000338,Rajajinagar,2023-01-01 18:00:00,Meter Replacement,INS-0001,Pass,Consumer cooperative,0.0,,
AUD-0001384,BSCM-000478,Indiranagar,2023-09-10 10:00:00,Reconnection,INS-0014,Pass,No access to premises,0.0,,
AUD-0001385,BSCM-000234,Electronic City,2023-04-12 07:00:00,FIR Filed,INS-0020,Pending,Seal broken — theft suspected,0.0,2023-05-24,ALT-002532
AUD-0001386,BSCM-000378,Koramangala,2024-10-25 16:00:00,Reconnection,INS-0004,Pending,Seal broken — theft suspected,0.0,2024-11-19,
AUD-0001387,BSCM-000309,Marathahalli,2023-07-23 05:00:00,Reading Correction,INS-0006,Pass,Meter seal intact,0.0,,
AUD-0001388,BSCM-000154,Whitefield,2023-05-30 01:00:00,FIR Filed,INS-0004,Fail,Bypass wire found,7653.67,,ALT-000542
AUD-0001389,BSCM-000205,BTM Layout,2024-11-14 11:00:00,Notice Issued,INS-0005,Pass,,0.0,,
AUD-0001390,BSCM-000266,Marathahalli,2024-01-21 22:00:00,Tariff Update,INS-0019,Pending,No access to premises,0.0,2024-02-08,
AUD-0001391,BSCM-000434,Yelahanka,2023-01-10 11:00:00,Seal Verification,INS-0005,Pass,,0.0,,
AUD-0001392,BSCM-000067,Electronic City,2024-05-13 22:00:00,Tariff Update,INS-0013,Pass,,0.0,,
AUD-0001393,BSCM-000202,Hebbal,2023-11-28 05:00:00,Seal Verification,INS-0005,Pass,No access to premises,0.0,,
AUD-0001394,BSCM-000328,Electronic City,2023-12-03 17:00:00,Reconnection,INS-0007,Pass,Seal broken — theft suspected,0.0,,
AUD-0001395,BSCM-000081,Electronic City,2024-08-18 15:00:00,Field Inspection,INS-0004,Fail,Normal reading verified,0.0,,ALT-001146
AUD-0001396,BSCM-000382,Rajajinagar,2023-04-21 04:00:00,Tariff Update,INS-0006,Pass,No access to premises,0.0,,
AUD-0001397,BSCM-000064,BTM Layout,2023-11-30 15:00:00,Physical Audit,INS-0001,Fail,Meter seal intact,0.0,,
AUD-0001398,BSCM-000334,Rajajinagar,2024-04-14 14:00:00,Disconnection Order,INS-0019,Fail,Consumer cooperative,0.0,,
AUD-0001399,BSCM-000025,Hebbal,2023-07-19 20:00:00,Reconnection,INS-0012,Pending,,0.0,2023-09-03,
AUD-0001400,BSCM-000366,BTM Layout,2024-10-07 00:00:00,Seal Verification,INS-0020,Escalated,Meter dead — replaced,0.0,2024-11-20,
AUD-0001401,BSCM-000214,Hebbal,2024-04-08 21:00:00,Notice Issued,INS-0009,Pass,No access to premises,0.0,,
AUD-0001402,BSCM-000035,Hebbal,2024-06-28 16:00:00,Tariff Update,INS-0012,Pending,Seal broken — theft suspected,0.0,2024-08-27,
AUD-0001403,BSCM-000304,BTM Layout,2024-06-24 00:00:00,Notice Issued,INS-0003,Pass,Bypass wire found,0.0,,
AUD-0001404,BSCM-000074,Whitefield,2023-10-25 03:00:00,Seal Verification,INS-0002,Fail,Bypass wire found,0.0,,
AUD-0001405,BSCM-000139,BTM Layout,2024-11-01 07:00:00,Tariff Update,INS-0010,Fail,Bypass wire found,0.0,,
AUD-0001406,BSCM-000214,Hebbal,2024-09-05 03:00:00,Seal Verification,INS-0008,Fail,Bypass wire found,0.0,,
AUD-0001407,BSCM-000217,Marathahalli,2024-09-11 15:00:00,Tariff Update,INS-0018,Pass,,0.0,,
AUD-0001408,BSCM-000497,Marathahalli,2024-05-17 03:00:00,Tariff Update,INS-0014,Fail,Seal broken — theft suspected,0.0,,
AUD-0001409,BSCM-000233,Electronic City,2023-04-17 15:00:00,Field Inspection,INS-0006,Pass,No access to premises,0.0,,ALT-000379
AUD-0001410,BSCM-000169,Koramangala,2024-11-06 14:00:00,Seal Verification,INS-0013,Pass,Meter dead — replaced,0.0,,
AUD-0001411,BSCM-000162,Koramangala,2023-03-30 19:00:00,Reconnection,INS-0001,Pending,No access to premises,0.0,2023-04-11,
AUD-0001412,BSCM-000492,Whitefield,2024-04-07 05:00:00,Reading Correction,INS-0004,Pending,Seal broken — theft suspected,0.0,2024-05-09,
AUD-0001413,BSCM-000265,Hebbal,2023-11-30 10:00:00,Physical Audit,INS-0009,Pending,Meter seal intact,0.0,2024-01-20,
AUD-0001414,BSCM-000081,Electronic City,2023-07-21 21:00:00,Reading Correction,INS-0017,Pass,Seal broken — theft suspected,0.0,,
AUD-0001415,BSCM-000064,BTM Layout,2023-03-14 09:00:00,FIR Filed,INS-0010,Escalated,Meter dead — replaced,0.0,2023-03-31,ALT-000079
AUD-0001416,BSCM-000275,Whitefield,2024-07-13 03:00:00,Tariff Update,INS-0004,Pending,No access to premises,0.0,2024-09-06,
AUD-0001417,BSCM-000166,Marathahalli,2023-01-16 11:00:00,FIR Filed,INS-0017,Fail,Normal reading verified,47455.6,,ALT-002168
AUD-0001418,BSCM-000288,Jayanagar,2024-05-10 18:00:00,Reconnection,INS-0009,Fail,Seal broken — theft suspected,0.0,,
AUD-0001419,BSCM-000305,Yelahanka,2024-08-10 18:00:00,Field Inspection,INS-0016,Fail,,0.0,,ALT-003414
AUD-0001420,BSCM-000254,Whitefield,2024-08-09 14:00:00,Disconnection Order,INS-0013,Pending,Meter dead — replaced,0.0,2024-08-30,
AUD-0001421,BSCM-000213,Electronic City,2024-01-13 22:00:00,Reconnection,INS-0016,Fail,Consumer cooperative,0.0,,
AUD-0001422,BSCM-000461,Indiranagar,2024-02-14 17:00:00,Reading Correction,INS-0009,Fail,No access to premises,0.0,,
AUD-0001423,BSCM-000109,Electronic City,2024-06-02 04:00:00,Meter Replacement,INS-0008,Pending,Consumer cooperative,0.0,2024-07-14,
AUD-0001424,BSCM-000166,Marathahalli,2023-01-22 22:00:00,Reconnection,INS-0015,Pass,No access to premises,0.0,,
AUD-0001425,BSCM-000212,Hebbal,2024-08-20 08:00:00,FIR Filed,INS-0014,Fail,No access to premises,37793.67,,ALT-000845
AUD-0001426,BSCM-000427,Marathahalli,2024-12-27 08:00:00,Field Inspection,INS-0013,Fail,Meter seal intact,0.0,,ALT-002419
AUD-0001427,BSCM-000109,Electronic City,2024-04-15 11:00:00,Physical Audit,INS-0007,Pass,Bypass wire found,0.0,,
AUD-0001428,BSCM-000409,Jayanagar,2023-09-08 15:00:00,Reading Correction,INS-0007,Fail,,0.0,,
AUD-0001429,BSCM-000431,Jayanagar,2024-08-17 13:00:00,Tariff Update,INS-0015,Pass,Seal broken — theft suspected,0.0,,
AUD-0001430,BSCM-000274,Yelahanka,2024-11-15 08:00:00,Physical Audit,INS-0011,Pass,Bypass wire found,0.0,,
AUD-0001431,BSCM-000456,Whitefield,2024-07-08 00:00:00,Notice Issued,INS-0007,Pass,Meter dead — replaced,0.0,,
AUD-0001432,BSCM-000017,Hebbal,2023-01-23 07:00:00,FIR Filed,INS-0005,Pass,No access to premises,0.0,,ALT-001948
AUD-0001433,BSCM-000283,Koramangala,2024-11-04 01:00:00,Physical Audit,INS-0003,Pass,Normal reading verified,0.0,,
AUD-0001434,BSCM-000228,Indiranagar,2023-01-08 21:00:00,Reading Correction,INS-0011,Pass,No access to premises,0.0,,
AUD-0001435,BSCM-000416,Rajajinagar,2023-04-18 10:00:00,Meter Replacement,INS-0008,Pass,Meter seal intact,0.0,,
AUD-0001436,BSCM-000428,Koramangala,2024-10-25 23:00:00,Notice Issued,INS-0011,Pass,Bypass wire found,0.0,,
AUD-0001437,BSCM-000489,Koramangala,2024-07-20 17:00:00,Physical Audit,INS-0012,Escalated,Meter seal intact,0.0,2024-09-13,
AUD-0001438,BSCM-000129,Hebbal,2024-11-28 22:00:00,Tariff Update,INS-0018,Fail,,0.0,,
AUD-0001439,BSCM-000455,Indiranagar,2024-03-25 14:00:00,FIR Filed,INS-0003,Pass,Bypass wire found,0.0,,ALT-002320
AUD-0001440,BSCM-000245,Electronic City,2023-05-07 15:00:00,Physical Audit,INS-0020,Pass,No access to premises,0.0,,
AUD-0001441,BSCM-000432,Electronic City,2024-10-21 23:00:00,FIR Filed,INS-0012,Pass,Bypass wire found,0.0,,ALT-002789
AUD-0001442,BSCM-000245,Electronic City,2024-12-26 13:00:00,Reading Correction,INS-0011,Escalated,Consumer cooperative,0.0,2025-02-21,
AUD-0001443,BSCM-000335,Whitefield,2024-05-29 18:00:00,Seal Verification,INS-0017,Pass,Consumer cooperative,0.0,,
AUD-0001444,BSCM-000196,Indiranagar,2024-12-04 17:00:00,Seal Verification,INS-0007,Pass,No access to premises,0.0,,
AUD-0001445,BSCM-000077,Hebbal,2024-04-13 13:00:00,Disconnection Order,INS-0009,Pass,Seal broken — theft suspected,0.0,,
AUD-0001446,BSCM-000500,Yelahanka,2023-04-14 16:00:00,Meter Replacement,INS-0020,Pass,Bypass wire found,0.0,,
AUD-0001447,BSCM-000358,Indiranagar,2024-07-06 09:00:00,Tariff Update,INS-0019,Pass,Meter seal intact,0.0,,
AUD-0001448,BSCM-000310,Indiranagar,2024-08-09 06:00:00,FIR Filed,INS-0017,Fail,Bypass wire found,29481.51,,ALT-002490
AUD-0001449,BSCM-000185,Whitefield,2024-06-08 09:00:00,Seal Verification,INS-0015,Pass,Normal reading verified,0.0,,
AUD-0001450,BSCM-000312,Electronic City,2023-10-03 22:00:00,Seal Verification,INS-0007,Pass,Meter seal intact,0.0,,
AUD-0001451,BSCM-000042,Jayanagar,2023-02-05 19:00:00,Field Inspection,INS-0002,Escalated,Normal reading verified,0.0,2023-03-25,ALT-000835
AUD-0001452,BSCM-000255,BTM Layout,2024-06-23 10:00:00,Reconnection,INS-0003,Pending,No access to premises,0.0,2024-08-01,
AUD-0001453,BSCM-000247,Electronic City,2024-09-26 06:00:00,Notice Issued,INS-0009,Pass,,0.0,,
AUD-0001454,BSCM-000140,Koramangala,2023-07-24 18:00:00,Meter Replacement,INS-0009,Fail,Meter seal intact,0.0,,
AUD-0001455,BSCM-000034,Whitefield,2023-08-14 04:00:00,Reading Correction,INS-0008,Pass,Seal broken — theft suspected,0.0,,
AUD-0001456,BSCM-000305,Yelahanka,2023-11-02 04:00:00,Physical Audit,INS-0013,Pending,Consumer cooperative,0.0,2023-11-27,
AUD-0001457,BSCM-000046,Hebbal,2023-02-13 07:00:00,Field Inspection,INS-0002,Escalated,Bypass wire found,0.0,2023-03-05,ALT-002854
AUD-0001458,BSCM-000400,Hebbal,2024-12-10 04:00:00,Field Inspection,INS-0008,Fail,Meter dead — replaced,0.0,,ALT-000696
AUD-0001459,BSCM-000335,Whitefield,2023-08-06 14:00:00,Seal Verification,INS-0002,Pass,Meter seal intact,0.0,,
AUD-0001460,BSCM-000348,BTM Layout,2023-08-02 08:00:00,Disconnection Order,INS-0014,Fail,Bypass wire found,0.0,,
AUD-0001461,BSCM-000087,Jayanagar,2024-02-15 05:00:00,Notice Issued,INS-0010,Fail,Meter dead — replaced,25725.75,,
AUD-0001462,BSCM-000238,Jayanagar,2023-08-21 22:00:00,Meter Replacement,INS-0019,Fail,Meter dead — replaced,0.0,,
AUD-0001463,BSCM-000278,Electronic City,2024-08-06 23:00:00,Seal Verification,INS-0011,Pass,No access to premises,0.0,,
AUD-0001464,BSCM-000316,Yelahanka,2023-02-03 14:00:00,Reading Correction,INS-0002,Pass,Bypass wire found,0.0,,
AUD-0001465,BSCM-000410,Indiranagar,2024-06-23 14:00:00,Reconnection,INS-0015,Pass,Meter seal intact,0.0,,
AUD-0001466,BSCM-000485,Koramangala,2024-10-11 08:00:00,Meter Replacement,INS-0010,Pass,Seal broken — theft suspected,0.0,,
AUD-0001467,BSCM-000330,Marathahalli,2023-04-13 04:00:00,Disconnection Order,INS-0006,Pass,Consumer cooperative,0.0,,
AUD-0001468,BSCM-000280,Jayanagar,2023-02-01 01:00:00,Physical Audit,INS-0015,Pass,Meter seal intact,0.0,,
AUD-0001469,BSCM-000074,Whitefield,2023-08-20 04:00:00,Disconnection Order,INS-0012,Pass,Meter seal intact,0.0,,
AUD-0001470,BSCM-000265,Hebbal,2023-12-28 18:00:00,Reading Correction,INS-0015,Pass,Seal broken — theft suspected,0.0,,
AUD-0001471,BSCM-000314,Marathahalli,2023-03-18 05:00:00,Tariff Update,INS-0011,Pass,Seal broken — theft suspected,0.0,,
AUD-0001472,BSCM-000380,Whitefield,2024-05-03 21:00:00,FIR Filed,INS-0020,Escalated,Consumer cooperative,0.0,2024-05-14,ALT-001051
AUD-0001473,BSCM-000460,Jayanagar,2023-10-15 21:00:00,Field Inspection,INS-0018,Pending,Meter seal intact,0.0,2023-11-15,ALT-000553
AUD-0001474,BSCM-000331,Jayanagar,2024-09-20 07:00:00,Reconnection,INS-0012,Pass,Meter seal intact,0.0,,
AUD-0001475,BSCM-000490,Marathahalli,2023-05-14 15:00:00,Field Inspection,INS-0007,Pass,Consumer cooperative,0.0,,ALT-002762
AUD-0001476,BSCM-000437,Electronic City,2024-03-26 13:00:00,Physical Audit,INS-0016,Escalated,No access to premises,0.0,2024-05-14,
AUD-0001477,BSCM-000271,Rajajinagar,2023-12-08 05:00:00,Reading Correction,INS-0004,Pass,Normal reading verified,0.0,,
AUD-0001478,BSCM-000203,Electronic City,2024-07-19 02:00:00,Field Inspection,INS-0020,Fail,No access to premises,0.0,,ALT-001402
AUD-0001479,BSCM-000165,Jayanagar,2024-01-29 10:00:00,Seal Verification,INS-0007,Pass,No access to premises,0.0,,
AUD-0001480,BSCM-000497,Marathahalli,2023-06-05 00:00:00,Field Inspection,INS-0006,Pass,Meter dead — replaced,0.0,,ALT-003174
AUD-0001481,BSCM-000100,BTM Layout,2023-07-09 05:00:00,Disconnection Order,INS-0004,Pending,Bypass wire found,0.0,2023-08-02,
AUD-0001482,BSCM-000462,Jayanagar,2023-06-05 00:00:00,Seal Verification,INS-0011,Pass,Normal reading verified,0.0,,
AUD-0001483,BSCM-000372,Electronic City,2024-05-04 00:00:00,Notice Issued,INS-0016,Fail,Seal broken — theft suspected,12042.93,,
AUD-0001484,BSCM-000179,Yelahanka,2023-10-03 18:00:00,Reading Correction,INS-0002,Pass,Bypass wire found,0.0,,
AUD-0001485,BSCM-000257,Hebbal,2023-02-23 02:00:00,Meter Replacement,INS-0010,Escalated,Consumer cooperative,0.0,2023-03-06,
AUD-0001486,BSCM-000286,Yelahanka,2023-02-21 21:00:00,Notice Issued,INS-0015,Pass,Consumer cooperative,0.0,,
AUD-0001487,BSCM-000500,Yelahanka,2024-04-28 17:00:00,Seal Verification,INS-0002,Escalated,Bypass wire found,0.0,2024-05-26,
AUD-0001488,BSCM-000482,BTM Layout,2024-02-22 14:00:00,Reconnection,INS-0020,Fail,Normal reading verified,0.0,,
AUD-0001489,BSCM-000251,Whitefield,2024-07-18 11:00:00,Notice Issued,INS-0009,Fail,Meter seal intact,38950.76,,
AUD-0001490,BSCM-000105,Rajajinagar,2024-02-04 02:00:00,Disconnection Order,INS-0015,Pending,Seal broken — theft suspected,0.0,2024-03-08,
AUD-0001491,BSCM-000180,Whitefield,2024-08-13 21:00:00,Tariff Update,INS-0009,Pending,Meter seal intact,0.0,2024-09-23,
AUD-0001492,BSCM-000434,Yelahanka,2024-06-26 02:00:00,FIR Filed,INS-0017,Pass,,0.0,,ALT-002125
AUD-0001493,BSCM-000277,Indiranagar,2024-01-12 15:00:00,Field Inspection,INS-0019,Pending,Bypass wire found,0.0,2024-01-19,ALT-000894
AUD-0001494,BSCM-000465,Jayanagar,2024-10-11 20:00:00,Tariff Update,INS-0019,Fail,,0.0,,
AUD-0001495,BSCM-000443,BTM Layout,2024-02-05 18:00:00,FIR Filed,INS-0004,Pass,Normal reading verified,0.0,,ALT-002728
AUD-0001496,BSCM-000373,Indiranagar,2023-04-20 02:00:00,Meter Replacement,INS-0020,Escalated,Meter dead — replaced,0.0,2023-06-03,
AUD-0001497,BSCM-000208,Electronic City,2023-01-20 07:00:00,Field Inspection,INS-0010,Fail,Meter dead — replaced,0.0,,ALT-001680
AUD-0001498,BSCM-000334,Rajajinagar,2024-12-14 06:00:00,Reconnection,INS-0013,Pass,Normal reading verified,0.0,,
AUD-0001499,BSCM-000499,Electronic City,2024-01-17 10:00:00,Meter Replacement,INS-0005,Pass,Meter seal intact,0.0,,
AUD-0001500,BSCM-000343,Marathahalli,2024-02-29 22:00:00,Tariff Update,INS-0016,Pass,Seal broken — theft suspected,0.0,,
AUD-0001501,BSCM-000293,Indiranagar,2024-02-22 09:00:00,Physical Audit,INS-0002,Pass,,0.0,,
AUD-0001502,BSCM-000055,Jayanagar,2024-02-04 01:00:00,Reconnection,INS-0003,Pending,Meter seal intact,0.0,2024-03-20,
AUD-0001503,BSCM-000314,Marathahalli,2023-08-05 10:00:00,Field Inspection,INS-0019,Fail,,0.0,,ALT-000888
AUD-0001504,BSCM-000135,Electronic City,2024-03-10 18:00:00,Physical Audit,INS-0002,Pass,Normal reading verified,0.0,,
AUD-0001505,BSCM-000156,Rajajinagar,2023-11-20 01:00:00,Tariff Update,INS-0005,Escalated,Normal reading verified,0.0,2024-01-13,
AUD-0001506,BSCM-000391,Yelahanka,2023-01-16 17:00:00,Reconnection,INS-0016,Pending,Meter seal intact,0.0,2023-03-02,
AUD-0001507,BSCM-000356,Rajajinagar,2023-12-25 08:00:00,Tariff Update,INS-0020,Pass,Bypass wire found,0.0,,
AUD-0001508,BSCM-000249,Jayanagar,2024-02-03 12:00:00,FIR Filed,INS-0014,Pass,Seal broken — theft suspected,0.0,,ALT-001362
AUD-0001509,BSCM-000009,Koramangala,2023-06-06 17:00:00,FIR Filed,INS-0011,Pass,Meter dead — replaced,0.0,,ALT-000514
